UrUn_Kodu,Kategori,CTR,CR,Add_To_Card,Stok,SatisAdet,Devir_Hizi,Resim_link,Urun_Ad,Urun_Tip,google_Trends_skoru,Z_CTR,Z_CR,Z_Add_To_Card,Z_Devir_Hizi,Z_ortalama,Trend_Skoru
S5JO74Z8V3G,TERLIK VE SANDALET-KADIN,0.0500395402647388,0.0103980168020933,0.1352430794656383,156.2,302,1.9334186939820743,https://akstatic.lcwaikiki.com/PIM/ProductImages/20251/7931000/V1/L_20251-S5JO74Z8-V3G_A.jpg,cift Bantlı kadin Terlik,Terlik,82,0.15738971363254917,-0.6179786114073677,0.16221603496976697,0.9844546810838758,0.17152045456970608,0.3660643181987942
S5JR04Z8LS3,PIJAMA-KADIN,0.0509964385845267,0.0312035661218424,0.1708766716196136,20.90909090909091,21,1.0043478260869565,https://akstatic.lcwaikiki.com/PIM/ProductImages/20251/7935021/V1/L_20251-S5JR04Z8-LS3-82-60-89-173_A.jpg,V Yaka Baskili kadin sortlu Pijama Takımı,sortlu Pijama takimı,71,0.1738894832452228,-0.09928587862052932,0.8212383157333811,0.047100138523594126,0.2357355147204172,0.378014860304292
S5JR22Z8QY8,PIJAMA-KADIN,0.0580766517752174,0.0161943319838056,0.1093117408906882,38.75,8,0.2064516129032258,https://akstatic.lcwaikiki.com/PIM/ProductImages/20251/7935308/V1/L_20251-S5JR22Z8-QY8-83-58-87-177_A.jpg,Bisiklet Yaka Baskili kadin Pijama Takımı,Pijama takim,23,0.2959733912626421,-0.47347357981743754,-0.31736878536136576,-0.7579101849772049,-0.3131947897233415,-0.15023635280633904
S5JT25Z8LGS,ELBISE-KADIN,0.0201063349202488,0.020739716557207,0.1610784652609747,54.35,60,1.103955841766329,https://akstatic.lcwaikiki.com/PIM/ProductImages/20251/7938696/V1/L_20251-S5JT25Z8-LGS-83-60-89-179_A.jpg,Polo Yaka Cizgili Pike Elbise,Elbise,42,-0.35874766662997193,-0.36015487288443826,0.6400262652064352,0.14759626771986112,0.017179998352971543,0.13802599884708008
S5JU36Z8CVL,SORT-KADIN,0.014326503191132,0.0375146541617819,0.1430246189917936,101.2,32,0.3162055335968379,https://akstatic.lcwaikiki.com/PIM/ProductImages/20251/7939422/V1/L_20251-S5JU36Z8-CVL-84-62-92-177_A.jpg,Beli Lastikli Keten Karışımlı kadin sort,sort,34,-0.458409135313067,0.05805269735195204,0.3061310212619078,-0.6471776890169806,-0.18535077642904696,-0.02774554350033287
S5JU36Z8GD0,SORT-KADIN,0.0305514904877413,0.0170603674540682,0.0748031496062992,158.3,26,0.16424510423247,https://akstatic.lcwaikiki.com/PIM/ProductImages/20251/7939422/V1/L_20251-S5JU36Z8-GD0-85-65-90-179_A.jpg,Beli Lastikli Keten Karışımlı kadin sort,sort,62,-0.17864215607754305,-0.45188288313083547,-0.9555848382338323,-0.8004930104593715,-0.5966507219753956,-0.2316555053827769
S5JU36Z8GYA,SORT-KADIN,0.0309763267832276,0.0199800199800199,0.0969030969030969,92.25,20,0.2168021680216802,https://akstatic.lcwaikiki.com/PIM/ProductImages/20251/7939422/V1/L_20251-S5JU36Z8-GYA-83-60-94-179_A.jpg,Beli Lastikli Keten Karışımlı kadin sort,sort,48,-0.17131671631694298,-0.37909448787148137,-0.546859340973897,-0.7474673434313444,-0.46118447214841646,-0.17882913050389151
S5JU36Z8QYC,SORT-KADIN,0.0403130786062952,0.022964509394572,0.0835073068893528,41.0,11,0.2682926829268293,https://akstatic.lcwaikiki.com/PIM/ProductImages/20251/7939422/V1/L_20251-S5JU36Z8-QYC-85-65-90-179_A.jpg,Beli Lastikli Keten Karışımlı kadin sort,sort,55,-0.010323378962695981,-0.30468967660615265,-0.7946065804141736,-0.6955177347276971,-0.4512843426776798,-0.15089903987437583
S5JU45Z8LRR,PANTOLON-KADIN,0.0436677761927405,0.0217785843920145,0.0925589836660617,64.2,12,0.1869158878504672,https://akstatic.lcwaikiki.com/PIM/ProductImages/20251/7939465/V1/L_20251-S5JU45Z8-LRR-85-65-90-179_A.jpg,Beli Lastikli Desenli kadin Pantolon,Pantolon,32,0.04752157295320728,-0.33425537905424385,-0.6272011544232873,-0.7776200922116218,-0.4228887631839864,-0.20002213422879042
S5JV38Z8DFV,TERLIK VE SANDALET-KADIN,0.090740883509367,0.0062305295950155,0.0753327669215519,29.6,22,0.7432432432432432,https://akstatic.lcwaikiki.com/PIM/ProductImages/20251/7941732/V2/L_20251-S5JV38Z8-DFV_A.jpg,Deri Gorunumlu Taslı kadin Terlik,Terlik,51,0.8592017793194953,-0.7218761483131338,-0.9457898781994483,-0.21633247492854937,-0.2561991805304091,-0.026339426371286334
S5K139Z8FJR,TISORT-KADIN,0.0324703344120819,0.0664451827242525,0.1960132890365448,44.75,20,0.4469273743016759,https://akstatic.lcwaikiki.com/PIM/ProductImages/20251/7944141/V1/L_20251-S5K139Z8-FJR-83-60-89-179_A.jpg,Bisiklet Yaka Baskili kadin tisort,tisort,90,-0.14555558666929488,0.7793052194755311,1.286125236737789,-0.5152903212921386,0.3511461370629716,0.5158022959440801
S5K248Z8309,JEAN-KADIN,0.0870310417063416,0.0262582056892779,0.1925601750547046,27.94117647058824,12,0.4294736842105263,https://akstatic.lcwaikiki.com/PIM/ProductImages/20251/7946170/V1/L_20251-S5K248Z8-309-82-60-90-181_A.jpg,Beli Kemerli Carrot Fit kadin Jean Pantolon,Jean Pantolon,78,0.7952330861118904,-0.22257618343107854,1.222261929266129,-0.5328996299646235,0.3155048004955793,0.4548533603469055
S5K272Z8311,SORT-KADIN,0.0556086374928339,0.0395189003436426,0.1580756013745704,25.6,23,0.8984375,https://akstatic.lcwaikiki.com/PIM/ProductImages/20251/7946846/V1/L_20251-S5K272Z8-311-86-60-91-173_A.jpg,Loose Fit kadin Pileli Jean sort,Jean sort,47,0.2534174935062935,0.10801955538920238,0.5844900678258951,-0.0597544930144346,0.2215431559267391,0.29608020914871735
S5K325Z8CT8,KIMONO-KADIN,0.0975586924776275,0.0103626943005181,0.0995970063327576,19.5,54,2.769230769230769,https://akstatic.lcwaikiki.com/PIM/ProductImages/20251/7948158/V1/L_20251-S5K325Z8-CT8-82-62-90-177_A.jpg,Kruvaze Yaka Modal Karışımlı kadin Kimono,Kimono,85,0.9767610590394683,-0.6188592190082213,-0.49703707414112286,1.827718927691965,0.42214592339552226,0.5505021463768656
S5K325Z8DJ7,KIMONO-KADIN,0.0995601699479384,0.0124718256949661,0.0979714500375657,24.8,83,3.346774193548387,https://akstatic.lcwaikiki.com/PIM/ProductImages/20251/7948158/V1/L_20251-S5K325Z8-DJ7-82-62-90-177_A.jpg,Kruvaze Yaka Modal Karışımlı kadin Kimono,Kimono,61,1.011272476252957,-0.566277520251808,-0.5271007795497145,2.410411778170034,0.5820764886553671,0.5904535420587569
S5K325Z8H8L,KIMONO-KADIN,0.0292611259615973,0.0132496513249651,0.0864714086471408,6.5,19,2.923076923076923,https://akstatic.lcwaikiki.com/PIM/ProductImages/20251/7948158/V1/L_20251-S5K325Z8-H8L-82-62-90-177_A.jpg,Kruvaze Yaka Modal Karışımlı kadin Kimono,Kimono,64,-0.20089187368856556,-0.546885938926298,-0.7397872657519845,1.982936786895575,0.1238429271321817,0.2786900489925272
S5K511Z8H3K,PANTOLON-KADIN,0.0594286965087008,0.0156537753222836,0.0828729281767955,25.25,17,0.6732673267326733,https://akstatic.lcwaikiki.com/PIM/ProductImages/20251/7952910/V2/L_20251-S5K511Z8-H3K-84-57-87-175_A.jpg,Beli Lastikli genis paca kadin Pantolon,Pantolon,81,0.31928665887654023,-0.48694992729002406,-0.8063390407345055,-0.28693230264632724,-0.31523365294857913,0.022336442935994627
S5K511Z8H8L,PANTOLON-KADIN,0.0192948225231084,0.0224719101123595,0.1174668028600612,17.55,22,1.2535612535612537,https://akstatic.lcwaikiki.com/PIM/ProductImages/20251/7952910/V1/L_20251-S5K511Z8-H8L-82-62-90-177_A.jpg,Beli Lastikli genis paca kadin Pantolon,Pantolon,76,-0.37274055105014,-0.31697042266735387,-0.1665457216746686,0.2985355740563988,-0.1394302803339409,0.13039880376624136
S5K574Z8HJZ,PANTOLON-KADIN,0.0201230237203247,0.0143209876543209,0.1017283950617284,105.15,29,0.2757964812173086,https://akstatic.lcwaikiki.com/PIM/ProductImages/20251/7954569/V1/L_20251-S5K574Z8-HJZ-83-58-87-177_A.jpg,Keten Karışımlı kadin Pileli Pantolon,Pantolon,25,-0.3584599021406108,-0.5201769893154409,-0.4576182960597361,-0.6879470319351616,-0.5060505548627373,-0.2792353884039161
S5K762Z8CVL,TULUM-KADIN,0.0569128323905393,0.0162394834670318,0.1230678927802778,50.95,83,1.6290480863591756,https://akstatic.lcwaikiki.com/PIM/ProductImages/20251/7957350/V1/L_20251-S5K762Z8-CVL-87-63-90-180_A.jpg,Gomlek Yaka Kemerli kadin Tulum,Tulum,47,0.2759056878077875,-0.4723479307963974,-0.06295686546188183,0.6773702793056415,0.10449279271378745,0.21414495489965119
S5K762Z8Z4R,TULUM-KADIN,0.1118579139822392,0.0084059775840597,0.0750311332503113,56.95,27,0.4741000877963125,https://akstatic.lcwaikiki.com/PIM/ProductImages/20251/7957350/V1/L_20251-S5K762Z8-Z4R-83-62-92-176_A.jpg,Gomlek Yaka Kemerli kadin Tulum,Tulum,47,1.2233221153061118,-0.667641143741451,-0.9513684151349647,-0.4878753335791001,-0.22089069428735103,-0.013623486001145713
S5KA38Z8HC3,ATLET-KADIN,0.0373056744276008,0.0596241088788075,0.2067401166558652,35.6,92,2.5842696629213484,https://akstatic.lcwaikiki.com/PIM/ProductImages/20251/7960419/V1/L_20251-S5KA38Z8-HC3-79-59-89-177_A.jpg,Bisiklet Yaka kadin Atlet,Atlet,63,-0.062179960852868164,0.6092524427350341,1.4845115900556374,1.6411086924696474,0.9181731911018627,0.8317212337713038
S5KA63Z8309,ELBISE-KADIN,0.0363827017940421,0.0118874060782774,0.100108407162349,179.7,318,1.7696160267111851,https://akstatic.lcwaikiki.com/PIM/ProductImages/20251/7960853/V1/L_20251-S5KA63Z8-309-84-62-87-173_A.jpg,U Yaka Askili Jean Elbise,Jean Elbise,49,-0.0780947508546906,-0.5808473930975471,-0.4875790172703638,0.8191915353372894,-0.081832406471328,0.08971731547007039
S5KA90Z8LEN,Gomlek-KADIN,0.0109090909090909,0.1666666666666666,0.0,11.5,1,0.0869565217391304,https://akstatic.lcwaikiki.com/PIM/ProductImages/20251/7961190/V1/L_20251-S5KA90Z8-LEN-83-62-88-179_A.jpg,Cizgili kadin Gomlek,Gomlek,81,-0.5173354748824557,3.2778768549140853,-2.33902499349041,-0.8784707045101071,-0.11423857949222191,0.16303299435544466
S5KB18Z8GHY,PIJAMA-KADIN,0.0258792613969639,0.0208522212148685,0.1523118766999093,70.3,23,0.3271692745376956,https://akstatic.lcwaikiki.com/PIM/ProductImages/20251/7962083/V2/L_20251-S5KB18Z8-GHY_U.jpg,V Yaka Dokulu Askili kadin Gecelik,Gecelik,94,-0.2592052650111505,-0.35735007559517384,0.47789337770339996,-0.6361161944319117,-0.193694539333709,0.1464138224664037
S5KB19Z8LRF,PIJAMA-KADIN,0.01961640644903,0.0371057513914656,0.1595547309833024,46.05,20,0.4343105320304017,https://akstatic.lcwaikiki.com/PIM/ProductImages/20251/7962088/V1/L_20251-S5KB19Z8-LRF-84-60-91-173_A.jpg,Beli Lastikli Desenli kadin sort Pijama Altı,Pijama Alt,81,-0.3671954888641999,0.04785854712213114,0.6118456979874418,-0.5280196563993078,-0.05887772503848368,0.20178559247306144
S5KB45Z8LSZ,PIJAMA-KADIN,0.0224134027620556,0.0202020202020202,0.0808080808080808,36.85,2,0.0542740841248303,https://akstatic.lcwaikiki.com/PIM/ProductImages/20251/7962227/V1/L_20251-S5KB45Z8-LSZ-84-60-91-173_A.jpg,U Yaka Cicekli Askili kadin sortlu Pijama Takımı,sortlu Pijama takimı,20,-0.31896696361958543,-0.37355991149193263,-0.8445271755843144,-0.911444541510414,-0.6121246480515616,-0.36848725363609314
S5KB84Z8G2U,TUNIK-KADIN,0.046981612402676,0.0109954185755935,0.0843398583923365,64.25,264,4.108949416342412,https://akstatic.lcwaikiki.com/PIM/ProductImages/20251/7962549/V1/L_20251-S5KB84Z8-G2U-79-60-87-173_A.jpg,%100 Keten kadin Gomlek Tunik,Gomlek Tunik,46,0.10466195335453421,-0.6030850869103053,-0.7792090311584419,3.179382619900834,0.4754376137966553,0.4708063296576587
S5KE04Z8311,JEAN-KADIN,0.0890981528431727,0.048780487804878,0.1666666666666666,18.8,12,0.6382978723404255,https://akstatic.lcwaikiki.com/PIM/ProductImages/20251/7968597/V1/L_20251-S5KE04Z8-311-85-62-92-180_A.jpg,Beli Lastikli Jogger kadin Jean Pantolon,Jean Pantolon,81,0.8308762227087493,0.33891555512387495,0.7433767559409111,-0.3222135476601667,0.3977387465283422,0.5214171225698395
S5KE04Z8507,JEAN-KADIN,0.0941531704639033,0.0408163265306122,0.1749271137026239,29.7,14,0.4713804713804714,https://akstatic.lcwaikiki.com/PIM/ProductImages/20251/7968597/V1/L_20251-S5KE04Z8-507-78-59-88-176_A.jpg,Beli Lastikli Jogger kadin Jean Pantolon,Jean Pantolon,96,0.9180397430173101,0.14036503803741457,0.8961488543092285,-0.49061919832559214,0.3659836092595903,0.5441885264817132
S5KG68Z8LRR,BLUZ-KADIN,0.0223024756023598,0.034610630407911,0.107540173053152,27.45,28,1.0200364298724955,https://akstatic.lcwaikiki.com/PIM/ProductImages/20251/7979295/V1/L_20251-S5KG68Z8-LRR-87-60-90-175_A.jpg,Bisiklet Yaka Desenli kadin Bluz,Bluz,22,-0.3208796773749766,-0.014346064815955753,-0.3501328881713127,0.06292862323124679,-0.15560750178274954,-0.042925251247924665
S5KG71Z8LS5,BLUZ-KADIN,0.0275420058894855,0.0377358490566037,0.1446540880503144,26.4,30,1.1363636363636365,https://akstatic.lcwaikiki.com/PIM/ProductImages/20251/7979312/V1/L_20251-S5KG71Z8-LS5-87-60-90-175_A.jpg,Baglamali Yaka Leopar Desenli kadin Bluz,Bluz,89,-0.2305346105810859,0.06356719652283963,0.33626709092168,0.18029301296273953,0.08739817245654331,0.3281787207195803
S5KJ33Z8CUN,PLAJ GIYIM-KADIN,0.006899236680197,0.030527289546716,0.1470860314523589,72.4,33,0.4558011049723756,https://akstatic.lcwaikiki.com/PIM/ProductImages/20251/7983229/V1/L_20251-S5KJ33Z8-CUN_A.jpg,Çıkarılabilir Pedli Büzgülü kadin Bikini Ust,Bikini Ust,91,-0.5864772735343953,-0.11614579130445286,0.3812444505035596,-0.5063374716860785,-0.20692902150534176,0.1281496849462608
S5KJ33Z8Q8B,PLAJ GIYIM-KADIN,0.011773871304173,0.0224119530416221,0.1302027748132337,151.5,42,0.2772277227722772,https://akstatic.lcwaikiki.com/PIM/ProductImages/20251/7983229/V1/L_20251-S5KJ33Z8-Q8B_A.jpg,Çıkarılabilir Pedli Büzgülü kadin Bikini Ust,Bikini Ust,46,-0.5024240919388905,-0.31846518237750276,0.06899857170033438,-0.686503029309086,-0.35959843298128624,-0.11371890308690036
S5KJ34Z8LQQ,PLAJ GIYIM-KADIN,0.0062588265502631,0.0403846153846153,0.2653846153846154,145.8,63,0.4320987654320987,https://akstatic.lcwaikiki.com/PIM/ProductImages/20251/7983234/V1/L_20251-S5KJ34Z8-LQQ_A.jpg,Çıkarılabilir Pedli Desenli kadin Bikini Ust,Bikini Ust,28,-0.5975198465884203,0.12960226361361618,2.5691070229117727,-0.530251143296211,0.3927345741601893,0.3589142019121325
S5KJ36Z8Q8B,PLAJ GIYIM-KADIN,0.0090454413747055,0.0515320334261838,0.266016713091922,65.45,37,0.5653170359052712,https://akstatic.lcwaikiki.com/PIM/ProductImages/20251/7983243/V1/L_20251-S5KJ36Z8-Q8B_A.jpg,kadin Duz Bikini Alt,Bikini Alt,81,-0.5494703290464188,0.4075129613143487,2.580797297384653,-0.3958450874234643,0.5107487105572796,0.6005240973900956
S5KJ38Z8CUN,PLAJ GIYIM-KADIN,0.0251465725638389,0.0050337630448127,0.0508287292817679,97.8,41,0.4192229038854805,https://akstatic.lcwaikiki.com/PIM/ProductImages/20251/7983250/V1/L_20251-S5KJ38Z8-CUN-84-62-90-177_A.jpg,Kaçık Yaka kadin Etekli Mayo,Mayo,56,-0.2718389970329819,-0.7517121359572253,-1.3989776091334551,-0.5432418071165541,-0.7414426373100541,-0.3510098461170378
S5KJ38Z8CUY,PLAJ GIYIM-KADIN,0.0445744984557888,0.0045414847161572,0.0605531295487627,220.9,78,0.3531009506564056,https://akstatic.lcwaikiki.com/PIM/ProductImages/20251/7983250/V1/L_20251-S5KJ38Z8-CUY-84-62-90-177_A.jpg,Kaçık Yaka kadin Etekli Mayo,Mayo,70,0.06315615829378456,-0.7639848804859978,-1.219130558762524,-0.6099533092893127,-0.6324781475610125,-0.2327347032927087
S5KJ41Z8CUY,PLAJ GIYIM-KADIN,0.0034016572176188,0.0598290598290598,0.2478632478632478,76.4,7,0.0916230366492146,https://akstatic.lcwaikiki.com/PIM/ProductImages/20251/7983263/V1/L_20251-S5KJ41Z8-CUY_A.jpg,Büzgülü kadin Bikini Altı,Bikini Alt,63,-0.6467859334423262,0.6143619722571754,2.2450596595100167,-0.8737625825572547,0.33471827894190287,0.423302795259332
S5KJ47Z8CVL,PLAJ GIYIM-KADIN,0.0424009729807073,0.0202474690663667,0.0961754780652418,52.2,36,0.689655172413793,https://akstatic.lcwaikiki.com/PIM/ProductImages/20251/7983288/V1/L_20251-S5KJ47Z8-CVL-84-62-90-177_A.jpg,Beli Lastikli kadin Yuzme Etek,Yuzme Etek,43,0.025678122389122586,-0.37242684861108055,-0.5603162224462392,-0.2703983415430408,-0.2943658225528095,-0.07705607578696666
S5KK37Z8GSK,PANTOLON-KADIN,0.0266414889139673,0.0233468474765832,0.1751712568153222,40.8,167,4.093137254901961,https://akstatic.lcwaikiki.com/PIM/ProductImages/20251/7984726/V2/L_20251-S5KK37Z8-GSK-75-62-89-178_A.jpg,Beli Lastikli %100 Keten kadin Pantolon,Pantolon,98,-0.2460621983311045,-0.2951577973195711,0.9006641372553855,3.1634294758877384,0.8807184043731121,0.9105028830611783
S5KL11Z8CS5,ETEK-KADIN,0.0257236904487761,0.0057925223802001,0.0497630331753554,38.2,44,1.1518324607329842,https://akstatic.lcwaikiki.com/PIM/ProductImages/20251/7985540/V1/L_20251-S5KL11Z8-CS5-83-62-92-176_A.jpg,Beli Lastikli A Kesim Etek,Etek,78,-0.26188777029979265,-0.732795886876215,-1.4186870303900634,0.19589975868228365,-0.5543677322209469,-0.15405741255466282
S5KP50Z8HMK,HAMILE GIYIM,0.0298313878080415,0.0683229813664596,0.2049689440993788,30.15,11,0.3648424543946932,https://akstatic.lcwaikiki.com/PIM/ProductImages/20251/7993800/V1/L_20251-S5KP50Z8-HMK-89-105-91-175_A.jpg,Karın Panelli Hamile Tayt,Tayt,51,-0.1910588654256681,0.8261196772137498,1.4517547977356868,-0.5981071173077394,0.3721771230540073,0.41352398613780506
S5L369Z8Q6K,BLUZ-KADIN,0.0230035735449925,0.018735362997658,0.1639344262295081,130.9,24,0.1833460656990068,https://akstatic.lcwaikiki.com/PIM/ProductImages/20251/8011276/V1/L_20251-S5L369Z8-Q6K-80-65-90-178_A.jpg,Kaçık Yaka Kroşe Detayli Bluz,Bluz,71,-0.30879066614970546,-0.4101244079010718,0.692845579720725,-0.7812217432001892,-0.20182280938256036,0.07172403343220776
S5LE32Z81HH,ELBISE-KADIN,0.0188239775404539,0.0098928276999175,0.1037247995203477,78.35,132,1.6847479259731972,https://akstatic.lcwaikiki.com/PIM/ProductImages/20251/8033505/V2/L_20251-S5LE32Z8-1HH-72-60-90-177_A.jpg,Tek Omuz %100 Keten Mini Elbise,Elbise,81,-0.38085931725176164,-0.630573227966372,-0.42069597248481233,0.7335667434143152,-0.1746404435721577,0.12075168949948963
S5LE38Z8FLL,ELBISE-KADIN,0.030501990820691,0.0111434108527131,0.1204318936877076,59.05,161,2.726502963590178,https://akstatic.lcwaikiki.com/PIM/ProductImages/20251/8033597/V1/L_20251-S5LE38Z8-FLL-82-62-90-177_A.jpg,Beli Kuşaklı Dokulu Gomlek Elbise,Gomlek Elbise,77,-0.17949567738210026,-0.5993955655489227,-0.11170811474850842,1.7846101573119615,0.22350269990810753,0.38745188993567525
S5LT06Z8M39,SORT-KADIN,0.0131371938315085,0.0218844984802431,0.1234042553191489,57.1,36,0.6304728546409807,https://akstatic.lcwaikiki.com/PIM/ProductImages/20251/8070329/V1/L_20251-S5LT06Z8-M39-81-59-88-179_A.jpg,Beli Lastikli Dokulu Müslin kadin sort,sort,71,-0.4789163616569629,-0.33161488795162386,-0.056736038592325046,-0.33010833388116484,-0.29934390552051915,0.0034592661356366017
S5LT43Z8R9J,Gomlek-KADIN,0.0198103139889675,0.0409711684370258,0.1881638846737481,38.25,54,1.411764705882353,https://akstatic.lcwaikiki.com/PIM/ProductImages/20251/8070765/V1/L_20251-S5LT43Z8-R9J-80-65-90-178_A.jpg,Kroşe Detayli kadin Gomlek,Gomlek,31,-0.36385194685041705,0.14422532407712788,1.1409551302985181,0.45814958177775816,0.3448695223257468,0.33440866562802274
S5LT60Z8Q6K,ATLET-KADIN,0.0125723234871884,0.0657439446366782,0.1695501730103806,93.7,19,0.2027748132337246,https://akstatic.lcwaikiki.com/PIM/ProductImages/20251/8071261/V1/L_20251-S5LT60Z8-Q6K-80-63-91-180_A.jpg,Bisiklet Yaka Crop,Crop,58,-0.4886564044071467,0.7618230038229565,0.7967055059310735,-0.7616197673044383,0.07706308451061128,0.22794415915742788
S5LV60Z8D4L,SORT-KADIN,0.0280181898195687,0.0418848167539267,0.1623036649214659,29.8,8,0.2684563758389262,https://akstatic.lcwaikiki.com/PIM/ProductImages/20251/8076263/V1/L_20251-S5LV60Z8-D4L-86-60-91-173_A.jpg,Standart Fit kadin Jean sort,Jean sort,21,-0.2223237850658193,0.16700303280359646,0.6626856106678397,-0.6953525823157108,-0.021996930977523504,0.04760214831573355
S5LV87Z8844,KAPRI-KADIN,0.0425186627718273,0.0381679389312977,0.1515812431842966,52.45,35,0.667302192564347,https://akstatic.lcwaikiki.com/PIM/ProductImages/20251/8078249/V2/L_20251-S5LV87Z8-844-87-61-89-173_A.jpg,Beli Kemerli kadin Jean Kapri,Jean Kapri,22,0.027707443999462646,0.07433941284215637,0.4643807415430935,-0.29295062245688175,0.06836924398195768,0.11385847078737038
S5LY68Z8LV0,SAPKA-KADIN,0.0102478106949878,0.0545454545454545,0.1636363636363636,18.4,3,0.1630434782608695,https://akstatic.lcwaikiki.com/PIM/ProductImages/20251/8080367/V1/L_20251-S5LY68Z8-LV0_A.jpg,Leopar Desenli kadin Hasır sapka,Hasır sapka,75,-0.5287379101846088,0.48263905442396055,0.6873330877694332,-0.8017053502300608,-0.04011777955531898,0.1969175543112767
S5M223Z8CVL,SORT-KADIN,0.0237608404427836,0.0504451038575667,0.1335311572700296,33.75,17,0.5037037037037037,https://akstatic.lcwaikiki.com/PIM/ProductImages/20251/8085600/V2/L_20251-S5M223Z8-CVL-79-59-89-177_A.jpg,Beli Lastikli kadin sort,sort,78,-0.29573313528098505,0.3804152644629771,0.13055504314595956,-0.4580077693211974,-0.060692649248311456,0.19151514552618198
S5M224Z8FDS,ATLET-KADIN,0.049263387637384,0.0537974683544303,0.1487341772151898,19.75,34,1.7215189873417722,https://akstatic.lcwaikiki.com/PIM/ProductImages/20251/8085603/V1/L_20251-S5M224Z8-FDS-79-59-89-177_A.jpg,Bisiklet Yaka Taslı kadin Atlet,Atlet,21,0.14400653668385924,0.46399138521097383,0.4117259347995663,0.7706656586851013,0.44759737884487516,0.3763181651914126
S5M224Z8JH4,ATLET-KADIN,0.0405079365079365,0.0595611285266457,0.1912225705329153,8.0,19,2.375,https://akstatic.lcwaikiki.com/PIM/ProductImages/20251/8085603/V1/L_20251-S5M224Z8-JH4-79-59-89-177_A.jpg,Bisiklet Yaka Taslı kadin Atlet,Atlet,21,-0.006963449889977836,0.6076823111094455,1.1975237221580655,1.4299731634827142,0.8070539367150618,0.6279377557005432
S5M306Z8YQP,ELBISE-KADIN,0.0425265125455937,0.0068982357609425,0.0857700995055247,186.95,113,0.6044396897566194,https://akstatic.lcwaikiki.com/PIM/ProductImages/20251/8087511/V1/L_20251-S5M306Z8-YQP-83-60-94-179_A.jpg,Bisiklet Yaka Dokulu Elbise,Elbise,73,0.02784279741787584,-0.7052299002097709,-0.7527575649020425,-0.35637361267185835,-0.446629570091449,-0.09364069906401426
S5M319Z8F9C,ETEK-KADIN,0.0341780605251133,0.023241464417935,0.1310160427807486,86.95,113,1.2995974698102355,https://akstatic.lcwaikiki.com/PIM/ProductImages/20251/8087546/V1/L_20251-S5M319Z8-F9C-83-60-89-179_A.jpg,Beli Lastikli Cicekli A Kesim Etek,Etek,20,-0.11610931547842239,-0.29778504958960783,0.08403948333528083,0.34498225311440794,0.0037818428454146347,0.06264728999179024
S5M319Z8LQQ,ETEK-KADIN,0.0337220712560386,0.0279798545047565,0.1773922775601566,42.7,50,1.17096018735363,https://akstatic.lcwaikiki.com/PIM/ProductImages/20251/8087546/V1/L_20251-S5M319Z8-LQQ-75-62-89-178_A.jpg,Beli Lastikli Cicekli A Kesim Etek,Etek,38,-0.12397192504727575,-0.17965461883907058,0.9417406066317905,0.21519802973595917,0.21332802312035082,0.26332961618424555
S5M637Z8FEJ,ELBISE-KADIN,0.0638451045771446,0.0075173095944609,0.0579624134520277,45.05,38,0.8435072142064374,https://akstatic.lcwaikiki.com/PIM/ProductImages/20251/8092315/V1/L_20251-S5M637Z8-FEJ-72-60-90-177_A.jpg,Bisiklet Yaka A Kesim Poplin Elbise,Elbise,21,0.39543865343854057,-0.6897960804355591,-1.2670443257356592,-0.11517454189550984,-0.41914407365704687,-0.23040085155993278
S5M691Z8LSR,ELBISE-KADIN,0.0243090603220379,0.0070851870159828,0.0832097544900313,38.0,43,1.131578947368421,https://akstatic.lcwaikiki.com/PIM/ProductImages/20251/8094148/V1/L_20251-S5M691Z8-LSR-84-62-92-177_A.jpg,Gomlek Yaka Desenli Balon Kollu Katkat Elbise,Elbise,72,-0.28628019601070953,-0.7005691120765427,-0.8001096366314701,0.17546566327458885,-0.40287332036103335,-0.06601132425272335
S5M828Z8D7V,KEMER-KADIN,0.0370349396908092,0.0779816513761468,0.2431192660550458,41.6,51,1.2259615384615383,https://akstatic.lcwaikiki.com/PIM/ProductImages/20251/8100140/V1/L_20251-S5M828Z8-D7V_A.jpg,Hasır kadin Kemer,Kemer,63,-0.06684823196468222,1.0669151431453046,2.157322512560784,0.27068977755575085,0.8570198003242893,0.7889138602270025
S5MB46Z8GA5,ELBISE-KADIN,0.021607099657495,0.0176782557454331,0.0942840306423099,46.65,30,0.6430868167202572,https://akstatic.lcwaikiki.com/PIM/ProductImages/20251/8110324/V1/L_20251-S5MB46Z8-GA5-83-62-92-176_A.jpg,Bisiklet Yaka Kolsuz Elbise,Elbise,51,-0.3328700243608586,-0.43647861951445355,-0.5952974275186552,-0.3173819046460295,-0.4205069940099992,-0.14135489580699942
S5MB75Z8F9C,TUNIK-KADIN,0.0636066313296492,0.0097517730496453,0.0425531914893617,44.6,11,0.2466367713004484,https://akstatic.lcwaikiki.com/PIM/ProductImages/20251/8110807/V1/L_20251-S5MB75Z8-F9C-83-58-87-177_A.jpg,Desenli Oversize kadin Gomlek Tunik,Gomlek Tunik,89,0.3913266662387591,-0.6340897908264802,-1.5520288021462425,-0.7173667322990682,-0.628039664758258,-0.17262776533078056
